,scene_breaks,has_caps,has_summ,soap_central,soapcentral_condensed,tvmega_recap,tvdb,n_scenes,n_lines,n_chars,n_chars_per_scene,duration_raw,duration,split,usable
oltl-05-11-07,explicit,True,True,True,True,True,False,26,505,20,45.23076923076923,2222.706939,37m 2.71s,train,True
oltl-05-11-09,explicit,True,True,True,True,True,False,40,494,19,40.925,2190.152562,36m 30.15s,val,True
oltl-05-11-10,explicit,True,True,True,True,True,False,49,400,19,40.08163265306123,2193.774875,36m 33.77s,train,True
oltl-05-11-11,explicit,True,True,True,True,True,False,46,309,20,40.391304347826086,2207.521088,36m 47.52s,train,True
oltl-05-12-06,explicit,True,True,True,True,True,False,29,361,20,43.41379310344828,2172.110658,36m 12.11s,train,True
oltl-05-12-08,explicit,True,True,True,True,True,False,32,393,27,43.46875,1917.132336,31m 57.13s,train,True
oltl-05-12-09,explicit,True,True,True,True,True,False,55,449,28,40.054545454545455,2192.219138,36m 32.22s,train,True
oltl-05-12-10,explicit,True,True,True,True,True,False,50,491,21,41.1,2190.361542,36m 30.36s,train,True
oltl-05-12-11,explicit,True,True,True,True,True,False,40,407,21,41.425,2205.593832,36m 45.59s,train,True
oltl-05-13-08,explicit,True,True,True,True,True,False,32,412,21,41.375,2185.090612,36m 25.09s,train,True
oltl-05-13-09,explicit,False,True,True,True,True,False,50,407,34,41.04,2130.128980,35m 30.13s,nelly-excluded,False
oltl-05-13-10,explicit,True,True,True,True,True,False,44,408,20,42.11363636363637,2190.291882,36m 30.29s,train,True
oltl-05-14-07,explicit,True,True,True,True,True,False,34,434,24,41.94117647058823,2221.987120,37m 1.99s,train,True
oltl-05-14-08,explicit,True,True,True,True,True,False,35,395,22,43.542857142857144,1474.885079,24m 34.89s,train,True
oltl-05-14-09,explicit,True,True,True,True,True,False,37,315,26,41.027027027027025,2191.360000,36m 31.36s,train,True
oltl-05-14-10,explicit,True,True,True,True,True,False,30,296,33,41.13333333333333,2176.383129,36m 16.38s,train,True
oltl-05-15-07,explicit,False,True,True,True,True,False,36,450,22,43.638888888888886,2223.078458,37m 3.08s,nelly-excluded,False
oltl-05-15-08,explicit,True,True,True,True,True,False,46,433,32,41.97826086956522,2184.579773,36m 24.58s,train,True
oltl-05-15-09,explicit,True,True,True,True,True,False,34,348,18,42.588235294117645,2191.429660,36m 31.43s,val,True
oltl-05-16-06,explicit,True,True,True,True,True,False,35,261,23,39.885714285714286,2169.927982,36m 9.93s,train,True
oltl-05-16-07,explicit,True,True,True,True,True,False,35,401,20,43.857142857142854,2222.614059,37m 2.61s,train,True
oltl-05-16-08,explicit,True,True,True,True,True,False,38,368,37,40.973684210526315,2207.497868,36m 47.50s,train,True
oltl-05-16-11,explicit,True,True,True,True,True,False,52,392,19,39.67307692307692,2204.897234,36m 44.90s,train,True
oltl-05-17-07,explicit,True,True,True,True,True,False,21,364,26,46.476190476190474,2190.013243,36m 30.01s,train,True
oltl-05-17-10,explicit,True,True,True,True,True,False,54,273,30,36.592592592592595,2174.548753,36m 14.55s,train,True
oltl-05-17-11,explicit,True,True,True,True,True,False,48,351,20,41.270833333333336,2204.363175,36m 44.36s,train,True
oltl-05-18-07,explicit,True,True,True,True,True,False,27,458,26,44.44444444444444,2221.963900,37m 1.96s,train,True
oltl-05-18-09,explicit,True,True,True,True,True,False,32,375,18,42.71875,2192.915737,36m 32.92s,train,True
oltl-05-18-10,explicit,True,True,True,True,True,False,43,315,27,38.95348837209303,2176.754649,36m 16.75s,train,True
oltl-05-18-11,explicit,True,True,True,True,True,False,53,370,21,40.58490566037736,2204.223855,36m 44.22s,train,True
oltl-05-19-06,explicit,True,True,True,True,True,False,31,343,21,40.38709677419355,2214.208435,36m 54.21s,train,True
oltl-05-19-08,explicit,True,True,True,True,True,False,40,407,37,42.6,2207.544308,36m 47.54s,train,True
oltl-05-19-09,explicit,True,True,True,True,True,False,36,493,20,42.77777777777778,2168.604444,36m 8.60s,train,True
oltl-05-19-10,explicit,True,True,True,True,True,False,34,305,15,37.970588235294116,2191.429660,36m 31.43s,train,True
oltl-05-19-11,explicit,True,True,True,True,True,False,46,368,21,40.84782608695652,2206.035011,36m 46.04s,train,True
oltl-05-20-08,explicit,False,True,True,True,True,False,44,373,34,40.15909090909091,2208.055147,36m 48.06s,nelly-excluded,False
oltl-05-20-09,explicit,True,True,True,True,True,False,56,342,21,36.285714285714285,2190.106122,36m 30.11s,val,True
oltl-05-20-10,explicit,True,True,True,True,True,False,45,395,18,41.022222222222226,2191.568980,36m 31.57s,train,True
oltl-05-20-11,explicit,True,True,True,True,True,False,53,413,22,40.132075471698116,2205.570612,36m 45.57s,train,True
oltl-05-21-08,explicit,True,True,True,True,True,False,44,396,24,41.47727272727273,2156.297868,35m 56.30s,train,True
oltl-05-21-09,explicit,True,True,True,True,True,False,36,431,23,44.25,2192.195918,36m 32.20s,val,True
oltl-05-21-10,explicit,True,True,True,True,True,False,43,440,20,40.0,2196.329070,36m 36.33s,train,True
oltl-05-22-06,explicit,True,True,True,True,True,False,42,217,29,39.38095238095238,2222.730159,37m 2.73s,train,True
oltl-05-22-07,explicit,True,True,True,True,True,False,31,369,26,43.45161290322581,2223.287438,37m 3.29s,train,True
oltl-05-22-08,explicit,True,True,True,True,True,False,35,373,22,42.6,2194.610794,36m 34.61s,train,True
oltl-05-22-09,explicit,True,True,True,True,True,False,32,352,23,43.9375,2189.293424,36m 29.29s,train,True
oltl-05-23-06,explicit,True,True,True,True,True,False,28,349,24,42.92857142857143,2213.465397,36m 53.47s,train,True
oltl-05-23-07,explicit,True,True,True,True,True,False,35,346,19,41.34285714285714,2222.312200,37m 2.31s,train,True
oltl-05-23-08,explicit,True,True,True,True,True,False,31,386,17,42.70967741935484,2208.658866,36m 48.66s,train,True
oltl-05-23-11,explicit,True,True,True,True,True,False,47,360,19,41.234042553191486,2233.457778,37m 13.46s,train,True
oltl-05-24-06,explicit,True,True,True,True,True,False,31,368,24,43.483870967741936,2218.550567,36m 58.55s,train,True
oltl-05-24-07,explicit,True,True,True,True,True,False,27,440,23,44.96296296296296,2226.236372,37m 6.24s,test,True
oltl-05-24-10,explicit,True,True,True,True,True,False,41,424,24,41.90243902439025,2194.889433,36m 34.89s,train,True
oltl-05-24-11,explicit,True,True,True,True,True,False,52,388,22,40.67307692307692,2236.685351,37m 16.69s,train,True
oltl-05-25-06,explicit,True,True,True,True,True,False,35,323,27,43.08571428571429,2217.644989,36m 57.64s,train,True
oltl-05-25-07,explicit,True,True,True,True,True,False,37,362,18,40.4054054054054,2216.576871,36m 56.58s,train,True
oltl-05-25-10,explicit,True,True,True,True,True,False,48,402,21,42.0625,2197.048889,36m 37.05s,train,True
oltl-05-25-11,explicit,True,True,True,True,True,False,35,451,18,43.42857142857143,2173.596735,36m 13.60s,train,True
oltl-05-26-06,explicit,True,True,True,True,True,False,32,281,27,40.40625,2221.081542,37m 1.08s,train,True
oltl-05-26-09,explicit,True,True,True,True,True,False,55,416,21,40.03636363636364,2189.781043,36m 29.78s,val,True
oltl-05-26-10,explicit,True,True,True,True,True,False,37,379,24,43.75675675675676,2196.421950,36m 36.42s,train,True
oltl-05-26-11,explicit,True,True,True,True,True,False,48,417,18,41.875,2234.990295,37m 14.99s,train,True
oltl-05-27-08,explicit,True,True,True,True,True,False,41,373,20,42.63414634146341,2166.793288,36m 6.79s,train,True
oltl-05-27-09,explicit,True,True,True,True,True,False,37,365,15,41.5945945945946,2192.172698,36m 32.17s,train,True
oltl-05-27-10,explicit,True,True,True,True,True,False,30,392,23,43.36666666666667,2191.336780,36m 31.34s,train,True
oltl-05-27-11,explicit,True,True,True,True,True,False,43,363,20,40.325581395348834,2234.595556,37m 14.60s,train,True
oltl-05-28-08,explicit,False,True,True,True,True,False,34,368,25,43.411764705882355,2196.073651,36m 36.07s,nelly-excluded,False
oltl-05-28-09,explicit,True,True,True,True,True,False,42,372,20,41.214285714285715,2188.852245,36m 28.85s,test,True
oltl-05-28-10,explicit,True,True,False,False,True,False,39,394,23,43.07692307692308,2197.861587,36m 37.86s,train,True
oltl-05-29-06,explicit,True,True,True,True,True,False,29,290,35,42.93103448275862,2215.462313,36m 55.46s,test,True
oltl-05-29-07,explicit,True,True,True,True,True,False,33,377,23,42.84848484848485,2221.917460,37m 1.92s,train,True
oltl-05-29-08,explicit,True,True,True,True,True,False,34,347,24,42.294117647058826,2207.242449,36m 47.24s,train,True
oltl-05-29-09,explicit,True,True,True,True,True,False,53,464,23,40.075471698113205,2189.177324,36m 29.18s,test,True
oltl-05-30-06,explicit,True,True,True,True,True,False,38,354,27,41.973684210526315,2215.857052,36m 55.86s,train,True
oltl-05-30-07,explicit,True,True,True,True,True,False,37,374,23,42.13513513513514,2224.471655,37m 4.47s,train,True
oltl-05-30-08,explicit,True,True,True,True,True,False,35,303,25,40.25714285714286,2195.586032,36m 35.59s,train,True
oltl-05-31-06,explicit,True,True,True,True,True,False,38,374,29,43.21052631578947,2174.827392,36m 14.83s,train,True
oltl-05-31-07,explicit,True,True,True,True,True,False,29,292,24,42.51724137931034,2197.188209,36m 37.19s,train,True
oltl-05-31-11,explicit,True,True,True,True,True,False,48,377,22,41.291666666666664,2204.734694,36m 44.73s,train,True
oltl-06-01-06,explicit,True,True,True,True,True,False,32,307,23,42.0625,2211.956100,36m 51.96s,train,True
oltl-06-01-07,explicit,True,True,True,True,True,False,29,379,22,42.0,2225.423673,37m 5.42s,train,True
oltl-06-01-09,explicit,False,True,True,True,True,False,37,381,19,42.32432432432432,2192.776417,36m 32.78s,nelly-excluded,False
oltl-06-01-10,explicit,False,True,True,True,True,False,47,365,19,39.234042553191486,2191.220680,36m 31.22s,nelly-excluded,False
oltl-06-01-11,explicit,True,True,True,True,True,False,50,368,19,40.34,2214.115556,36m 54.12s,train,True
oltl-06-02-06,explicit,True,True,True,True,True,False,29,279,19,41.58620689655172,2216.298231,36m 56.30s,train,True
oltl-06-02-08,explicit,True,True,True,True,True,False,42,379,26,39.5,2180.284082,36m 20.28s,train,True
oltl-06-02-09,explicit,True,True,True,True,True,False,58,377,19,39.275862068965516,2192.567438,36m 32.57s,test,True
oltl-06-02-10,explicit,True,True,True,True,True,False,45,452,18,44.24444444444445,2170.972880,36m 10.97s,train,True
oltl-06-02-11,explicit,True,True,True,True,True,False,51,357,20,39.64705882352941,2235.083175,37m 15.08s,train,True
oltl-06-03-08,explicit,True,True,True,True,True,False,44,298,34,39.27272727272727,2185.206712,36m 25.21s,train,True
oltl-06-03-09,explicit,True,True,True,True,True,False,38,356,16,43.078947368421055,2193.542676,36m 33.54s,test,True
oltl-06-03-10,explicit,True,True,True,True,True,False,40,427,18,42.7,2189.432744,36m 29.43s,train,True
oltl-06-03-11,explicit,True,True,True,True,True,False,58,359,22,38.5,2233.620317,37m 13.62s,train,True
oltl-06-04-07,explicit,False,True,True,True,True,False,36,365,26,41.888888888888886,2223.844717,37m 3.84s,nelly-excluded,False
oltl-06-04-08,explicit,True,True,True,True,True,False,40,406,33,43.25,2185.787211,36m 25.79s,train,True
oltl-06-04-09,explicit,True,True,True,True,True,False,49,397,29,41.59183673469388,2191.360000,36m 31.36s,val,True
oltl-06-04-10,explicit,False,True,True,True,True,False,47,495,28,41.340425531914896,2197.257868,36m 37.26s,nelly-excluded,False
oltl-06-05-07,explicit,True,True,True,True,True,False,33,463,27,43.84848484848485,2211.422041,36m 51.42s,train,True
oltl-06-05-08,explicit,True,True,True,True,True,False,36,273,19,40.27777777777778,2187.366168,36m 27.37s,train,True
oltl-06-06-06,explicit,True,True,True,True,True,False,27,325,18,42.407407407407405,2221.313741,37m 1.31s,train,True
oltl-06-06-07,explicit,True,True,True,True,True,False,32,463,28,43.96875,2224.332336,37m 4.33s,train,True
oltl-06-06-08,explicit,True,True,True,True,True,False,28,337,20,45.42857142857143,2187.342948,36m 27.34s,train,True
oltl-06-06-11,explicit,True,True,True,True,True,False,45,346,22,42.37777777777778,2204.595374,36m 44.60s,train,True
oltl-06-07-06,explicit,True,True,True,True,True,False,32,304,17,42.40625,2218.295147,36m 58.30s,train,True
oltl-06-07-10,explicit,True,True,True,True,True,False,27,455,24,44.55555555555556,256.603719,4m 16.60s,train,True
oltl-06-07-11,explicit,True,True,True,True,True,False,50,470,21,40.76,2233.597098,37m 13.60s,train,True
oltl-06-08-06,explicit,True,True,True,True,True,False,30,375,21,43.666666666666664,2187.969887,36m 27.97s,train,True
oltl-06-08-09,explicit,True,True,True,True,True,False,36,371,16,41.25,2190.152562,36m 30.15s,train,True
oltl-06-08-10,explicit,False,True,True,True,True,False,32,385,17,41.90625,2199.185125,36m 39.19s,nelly-excluded,False
oltl-06-08-11,explicit,True,True,True,True,True,False,42,368,17,42.595238095238095,2235.292154,37m 15.29s,train,True
oltl-06-09-08,explicit,True,True,True,True,True,False,30,291,22,40.53333333333333,2089.261859,34m 49.26s,train,True
oltl-06-09-09,explicit,True,True,True,True,True,False,42,440,15,41.095238095238095,2117.892063,35m 17.89s,train,True
oltl-06-09-10,explicit,True,True,True,True,True,False,41,387,19,41.51219512195122,2202.389478,36m 42.39s,train,True
oltl-06-09-11,explicit,True,True,True,True,True,False,42,381,18,41.95238095238095,2237.080091,37m 17.08s,val,True
oltl-06-10-08,explicit,True,True,True,True,True,False,23,259,21,43.130434782608695,2147.009887,35m 47.01s,train,True
oltl-06-10-10,explicit,True,True,True,True,True,False,48,418,22,40.8125,2201.646440,36m 41.65s,train,True
oltl-06-10-11,explicit,True,True,True,True,True,False,53,417,21,39.716981132075475,2235.686893,37m 15.69s,val,True
oltl-06-11-08,explicit,True,True,True,True,True,False,31,429,26,43.645161290322584,2156.948027,35m 56.95s,train,True
oltl-06-11-09,explicit,True,True,True,True,True,False,50,352,16,38.96,2188.945125,36m 28.95s,train,True
oltl-06-11-10,explicit,True,True,True,True,True,False,49,385,19,39.61224489795919,2179.030204,36m 19.03s,train,True
oltl-06-12-06,explicit,True,True,True,True,True,False,31,311,24,41.774193548387096,2218.388027,36m 58.39s,train,True
oltl-06-12-08,explicit,True,True,True,True,True,False,37,379,21,40.972972972972975,2155.369070,35m 55.37s,train,True
oltl-06-12-09,explicit,False,True,True,True,True,False,33,348,29,42.72727272727273,2190.616961,36m 30.62s,nelly-excluded,False
oltl-06-13-06,explicit,True,True,True,True,True,False,39,327,17,41.53846153846154,2216.948390,36m 56.95s,train,True
oltl-06-13-08,explicit,True,True,True,True,True,False,44,378,21,37.27272727272727,2135.190930,35m 35.19s,train,True
oltl-06-14-06,explicit,True,True,True,True,True,False,31,453,26,43.74193548387097,2221.871020,37m 1.87s,train,True
oltl-06-14-07,explicit,True,True,True,True,True,False,33,417,28,44.18181818181818,2208.403447,36m 48.40s,test,True
oltl-06-14-10,explicit,True,True,True,True,True,False,48,399,14,39.270833333333336,2197.466848,36m 37.47s,train,True
oltl-06-15-07,explicit,True,True,True,True,True,False,29,358,23,43.93103448275862,2220.292063,37m 0.29s,test,True
oltl-06-15-09,explicit,True,True,True,True,True,False,29,443,27,42.86206896551724,2191.011701,36m 31.01s,test,True
oltl-06-15-10,explicit,True,True,True,True,True,False,39,486,18,43.15384615384615,2194.471474,36m 34.47s,train,True
oltl-06-15-11,explicit,True,True,True,True,True,False,51,333,22,39.705882352941174,2233.179138,37m 13.18s,val,True
oltl-06-16-06,explicit,True,True,True,True,True,False,34,395,21,42.5,2220.106304,37m 0.11s,train,True
oltl-06-16-08,explicit,False,True,True,True,True,False,37,340,25,39.54054054054054,2157.458866,35m 57.46s,nelly-excluded,False
oltl-06-16-09,explicit,True,True,True,True,True,False,32,467,17,44.25,2189.943583,36m 29.94s,val,True
oltl-06-16-10,explicit,True,True,True,True,True,False,39,422,23,41.30769230769231,2161.754558,36m 1.75s,train,True
oltl-06-17-08,explicit,True,True,True,True,True,False,30,294,21,42.63333333333333,2159.479002,35m 59.48s,train,True
oltl-06-17-09,explicit,True,True,True,True,True,False,41,361,31,40.829268292682926,2188.457506,36m 28.46s,train,True
oltl-06-17-10,explicit,True,True,True,True,True,False,51,410,23,40.294117647058826,2180.887800,36m 20.89s,train,True
oltl-06-17-11,explicit,True,True,True,True,True,False,47,304,21,40.12765957446808,2236.313832,37m 16.31s,train,True
oltl-06-18-07,explicit,True,True,True,True,True,False,27,463,31,46.22222222222222,2221.662041,37m 1.66s,train,True
oltl-06-18-08,explicit,True,True,True,True,True,False,36,391,21,40.80555555555556,2131.847256,35m 31.85s,train,True
oltl-06-18-09,explicit,True,True,True,True,True,False,46,479,19,41.869565217391305,2189.920363,36m 29.92s,train,True
oltl-06-18-10,explicit,True,True,True,True,True,False,52,381,19,39.63461538461539,2200.415782,36m 40.42s,train,True
oltl-06-19-07,explicit,True,True,True,True,True,False,29,396,25,44.241379310344826,2223.403537,37m 3.40s,test,True
oltl-06-19-08,explicit,True,True,True,True,True,False,30,414,25,44.56666666666667,2152.652336,35m 52.65s,train,True
oltl-06-19-09,explicit,True,True,True,True,True,False,37,379,16,43.513513513513516,2189.223764,36m 29.22s,test,True
oltl-06-20-06,explicit,True,True,True,True,True,False,35,393,30,42.74285714285714,2221.662041,37m 1.66s,train,True
oltl-06-20-07,explicit,True,True,True,True,True,False,25,386,26,44.96,2223.032018,37m 3.03s,train,True
oltl-06-20-08,explicit,False,True,True,True,True,False,29,305,17,41.96551724137931,2103.356372,35m 3.36s,nelly-excluded,False
oltl-06-20-11,explicit,True,True,True,True,True,False,42,415,20,42.404761904761905,2232.993379,37m 12.99s,val,True
oltl-06-21-06,explicit,True,True,True,True,True,False,28,291,27,45.07142857142857,2222.056780,37m 2.06s,train,True
oltl-06-21-07,explicit,True,True,True,True,True,False,27,396,27,46.333333333333336,2223.240998,37m 3.24s,train,True
